review_id,Username,Address,Rating,Language,ID_clause,Clause,topic,code,topic_name
22721,Alan S.,Ho Chi Minh's Mausoleum,1,en,22721.d,The line was so long and snaked around several corners and was over 1km long.,10,VE,Visit Evaluation
11984,Salsera713,Cu Chi Tunnel,2,en,11984.a,I visited with a guided tour group.,3,RA,Recreational Activities
52186,siew2906,Tam Coc-Bich Dong,3,en,52186.e,If you resist- they will persist you to buy for the boat- person.,9,CT,Coastal Tourism
63295,Shivang Agarwal,VinWonders Phu Quoc,5,en,63295.b,Just be careful while travelling with kids as the height limit for most of the rides are atleast 120 cm,3,RA,Recreational Activities
31012,Danny711,Ha Long Bay,1,de,31012.f,No one can enjoy nature.,0,EL,Experiential Landscape
36382,Linda R,My Son,3,en,36382.e,The guide'so information was quite repetitive so this worked well.,12,HL,Historical Learning
20068,Marco Angeloni,Golden Bridge,2,it,20068.d,"medieval, ancient Rome, was modern...",10,VE,Visit Evaluation
25417,Patricia Pua,Hoi An Ancient Town,5,en,25417.b,"We went on the 14th day of the lunar mth, which is the lantern festival.",5,LC,Local Consumption
60418,Elikx,The Marble Mountains,1,en,60418.p,but there was absolutely no reason to start hurting us!,10,VE,Visit Evaluation
30642,KiwiNZ_13,Ha Long Bay,2,en,30642.c,"We paid for 3 days, 2 nights.",1,TC,Travel Costs
28112,602gary,Hue Imperial City,5,en,28112.j,You can take a taxi or motorcycle,10,VE,Visit Evaluation
4077,Mr John,Ben Thanh Market,4,en,4077.f,"Instead I have uploaded some images of various creatures encountered in India, Thailand and Vietnam.",10,VE,Visit Evaluation
67992,The Gypsy Club,White Sand Dunes,3,en,67992.e,We got stuck on a rather dangerous and steep dune and thought it best to leave it there and walk back to the quad station for help.,9,CT,Coastal Tourism
24769,James B,Hoa Lo Prison,3,en,24769.b,Cheap entry so may as well take a look if you're nearby.,1,TC,Travel Costs
29700,Kanan,Ha Long Bay,4,en,29700.a,Beautiful bay in a sunny day. the weather was not hot like we expected.,9,CT,Coastal Tourism
25472,Archimedes,Hoi An Ancient Town,5,en,25472.d,"The riverside is stunning, and taking a boat ride with floating lanterns adds to the experience.",12,HL,Historical Learning
12180,Trek23328409292,Cu Chi Tunnel,2,en,12180.b,We did a private tour there through Blueriver Tours via boat and it was fabulous and our tour guide was very informative . Highly recommend!,12,HL,Historical Learning
63491,손영두,VinWonders Phu Quoc,5,ko,63491.a,"It was so hot to visit the time of afternoon, and it was recommended that you use drinks and water for the morning or for the late five hours of the morning, so prepare for a lot of walking, and the Aquarum room air conditioner is really cool, and I'm glad you're inside to watch the evening show.",2,SE,Service Experience
14220,Yan N,Cat Cat Village,1,de,14220.a,The village is only for tourists and has little authenticity.,10,VE,Visit Evaluation
3026,EnLeung,Ba Na Hills,3,en,3026.h,but it was so integrated into the decoration we didn’t take note until afterwards.,10,VE,Visit Evaluation
30010,RAKESH DESAI,Ha Long Bay,4,en,30010.a,"we took a day cruise to this place , it was very hot , one should avoid going in June to October",9,CT,Coastal Tourism
66183,Евгений Леонов,War Remnants Museum,3,en,66183.d,"Otherwise, one won't capture the atmosphere, the spirit.",10,VE,Visit Evaluation
14958,Bartosz Zielaj,Dragon Bridge,5,en,14958.k,"Water Show After the fire comes water – contrasting, yet equally impressive.",3,RA,Recreational Activities
11458,Francis,Cu Chi Tunnel,3,en,11458.af,Saigon is a beautiful city and honestly there's no reason to go out of it unless you got an extra day to spare.,1,TC,Travel Costs
47872,TaUz3r,Po Nagar Cham Towers,3,en,47872.a,"We went there ourselves, by bike.",10,VE,Visit Evaluation
24506,Tim H,Hoa Lo Prison,3,en,24506.a,Most of the old prison has been demolished.,12,HL,Historical Learning
25715,Alex K,Hoi An Ancient Town,5,en,25715.a,An old small town with lot of beautiful Vietnamese traditional buildings and boutique shops.,5,LC,Local Consumption
7166,Ryun,Cat Ba Island,5,en,7166.g,In the evening many inexpensive drinks readily available and beautiful meal.,5,LC,Local Consumption
20906,Beatriz Iruretagoiena,Ho Chi Minh's Mausoleum,4,en,20906.b,but the rest of the place is nice to walk around.,10,VE,Visit Evaluation
29845,OlafJ8531,Ha Long Bay,4,en,29845.a,It's one of those 'must do' places for most tourists in Vietnam and for good reason: the scenery is special and stunning.,0,EL,Experiential Landscape
24100,David You,Hoa Lo Prison,3,en,24100.c,It is not recommended to include this place in the list of must-see attractions.,10,VE,Visit Evaluation
56728,vam co Dong,The Independence Palace,3,en,56728.a,Nice opportunity to learn about the history city.,12,HL,Historical Learning
65542,Christine L,War Remnants Museum,4,en,65542.c,"Just when you thought the war was over, there would be pre-exploded bombs that one would accidentally step on.",12,HL,Historical Learning
53128,Andrew Tan,Tam Coc-Bich Dong,1,en,53128.c,And i mean not buy,10,VE,Visit Evaluation
4046,inspiremaryam,Ben Thanh Market,4,en,4046.b,I found some great finds for home decor!,10,VE,Visit Evaluation
33405,Ancient Coins,Japanese Bridge,1,en,33405.d,Chua Cau - is the bridge not a review of Hoi An.,4,CA,Cultural Attractions
12287,Dafne111,Cu Chi Tunnel,1,en,12287.a,If I had known beforehand that this place was marketed to suit the western dollar and not to act as a way of remembering the dead I would not have come.,1,TC,Travel Costs
31923,Pie_boy68,Japanese Bridge,4,en,31923.c,You will need to pay,10,VE,Visit Evaluation
36067,Илья Р,My Son,4,ru,36067.d,"It's a pity that the complex is somehow very peculiarly reconstructing the pictures of the sites of the restored walls, and I haven't noticed any active activity to rebuild the temple complex.",4,CA,Cultural Attractions
14884,duchess anastacio,Dragon Bridge,5,en,14884.d,1 way of road being close to give time for the show.,3,RA,Recreational Activities
1530,WiltshireTraveller66,An Bang Beach,2,en,1530.y,but the locals here have become too greedy and prey on tourists. Avoid!,10,VE,Visit Evaluation
20867,iamnewanda,Ho Chi Minh's Mausoleum,5,en,20867.f,"but as you get 30 seconds to see him, everything runs very smoothly. Just follow the rules!",10,VE,Visit Evaluation
25568,Barry G,Hoi An Ancient Town,5,en,25568.a,Odynovo continued to impress us in Hoi An with both our tour guide Huy and the selection of sights and experiences.,10,VE,Visit Evaluation
47843,Orange Sky,Po Nagar Cham Towers,3,en,47843.h,The tower itself is 3 by 3 meters from the inside.,7,UH,Urban Heritage
8741,Suanzy,Crazy House Hang Nga Villa,4,en,8741.a,Full of walking. Not suitable if you are afraid of height.,10,VE,Visit Evaluation
40352,Ryubunny,Notre Dame Cathedral of Saigon,4,en,40352.a,It is still under renovation so we were not able to go inside,10,VE,Visit Evaluation
67484,malczoch,White Sand Dunes,4,en,67484.a,If U stay in Mui Ne go to see it.,9,CT,Coastal Tourism
27807,Hanseo D,Hue Imperial City,5,en,27807.e,The royal cuisine is also very delicious and is prepared with exquisite sophistication.,10,VE,Visit Evaluation
45762,Julieanna M,Po Nagar Cham Towers,5,en,45762.a,"As a family, we're always on the hunt for spots that aren't just pretty",10,VE,Visit Evaluation
2368,Mellie,Ba Na Hills,5,en,2368.d,Photos on the Golden Bridge but be ready for the crowds.,8,TCr,Tourist Crowding
52648,Irenece,Tam Coc-Bich Dong,2,es,52648.a,The boat ride lasts an hour and a little.,9,CT,Coastal Tourism
48887,I wish.,Saigon Central Post Office,5,en,48887.c,They have a good selection of souvenirs Post office opened 7 days a week !,2,SE,Service Experience
10394,yes yes,Crazy House Hang Nga Villa,1,en,10394.b,"Especially the Ocean Room, which wasn't designed exactly as I wanted; it's very vibrant and great for photos.",2,SE,Service Experience
60952,Nguyen Anh Thy,Tra Su Cajuput Forest,4,vi,60952.b,"On the way now, we've got lot of lot of lot of lot of lot of lot of ice and gun flowers, and we've just seen pictures in the sound of the shrimp tail engine, and it's been splashing the landscape very close to the west, and the water in the tea forest is often covered by a beautiful layer of blue mollusk",0,EL,Experiential Landscape
6606,Adèle Conan,Cai Rang Floating Market,2,fr,6606.b,but we were disappointed to see that there is no real floating market anymore.,5,LC,Local Consumption
45237,stengardhanna,Old Quarter,1,en,45237.f,I understand why they have breathing masks......,10,VE,Visit Evaluation
36395,MazG18,My Son,3,en,36395.f,"but give him 100% for effort as he gave it his all, making him very likeable and the experience a lot better!Recommend booking the sunrise tour, you arrive there about 6/6:30 am meaning you miss all the tourists and the midday heat, was worth it to walk around comfortable!",2,SE,Service Experience
46759,Mi B,Po Nagar Cham Towers,4,en,46759.c,"After 10:00 AM, there are crowds of tourists. Go early.",8,TCr,Tourist Crowding
20445,Hạnh Nguyễn,Ho Chi Minh's Mausoleum,5,en,20445.e,"If everyone has the opportunity, they should visit Uncle Ho once when coming to Hanoi.",10,VE,Visit Evaluation
54420,Kaya B,Temple Of Literature,3,en,54420.b,Don't go there on purpose.,10,VE,Visit Evaluation
24879,Teemu Lindqvist,Hoa Lo Prison,2,en,24879.a,Some of the exhibits were closed for renovations and there probably would have been more to see.,2,SE,Service Experience
36032,May,My Son,4,en,36032.g,Many of the temples were restored from the Vietnam war bombings.,12,HL,Historical Learning
40459,Gemma,Notre Dame Cathedral of Saigon,4,en,40459.b,Across the road from the Central Post Office,7,UH,Urban Heritage
1465,Courtney D,An Bang Beach,2,en,1465.a,Well the restaurants own a lot of the beach beds across the front and quite frankly they are all rude.,5,LC,Local Consumption
8833,Viet N,Crazy House Hang Nga Villa,4,en,8833.c,"It's a work of high artistic value, carrying profound meaning that each person will surely interpret in their own way.",1,TC,Travel Costs
34601,Thomas Schikorra,Lake of the Restored Sword,4,de,34601.c,Seems to be in connection with Tet (new year party).,10,VE,Visit Evaluation
20040,Outdoor Steventures,Golden Bridge,3,en,20040.i,The bridge itself was ok,4,CA,Cultural Attractions
61070,Claire C.,Tra Su Cajuput Forest,3,fr,61070.b,BUT very poorly maintained: plastic bottles and all kinds of waste drag in the water...,11,EC,Environmental Conditions
12201,Fransiska A,Cu Chi Tunnel,2,en,12201.a,The trip was great.,10,VE,Visit Evaluation
36655,windcall,My Son,3,en,36655.e,Site overall had a bit of a sad vibe.,10,VE,Visit Evaluation
33264,ordflyer,Japanese Bridge,1,en,33264.c,"The merchants on BOTH sides of this bridge should be beside themselves and angry as they are losing business as we watched people stop and get turned around because they were not aware of the fact that crossing this bridge is FREE -- and rightly so, were not going to buy a ""ticket"" that is a scam.",1,TC,Travel Costs
9002,Aleksandr Panchenkov,Crazy House Hang Nga Villa,4,en,9002.a,"I can't say I'm thrilled; it's more like a labyrinth, with tons of passages and staircases",10,VE,Visit Evaluation
25195,arturomt,Hoa Lo Prison,1,en,25195.c,"The most repeated phrase I heard was: ""It's not even worth the 30k dong :/ There are more productive things to do in Hanoi than waste 30 minutes watching this.""",1,TC,Travel Costs
68052,Sandra S,White Sand Dunes,3,en,68052.a,"Lots of sand in your shoes :))) Well, we used our hostel service to get there in early morning to see a sunrise.",2,SE,Service Experience
3620,Tias,Ben Thanh Market,5,it,3620.a,"The market is large, lively and full of stalls selling everything: souvenirs, clothing, spices, Vietnamese coffee and local street food.",5,LC,Local Consumption
65666,Tommy599,War Remnants Museum,4,en,65666.a,We are on a OAT 24 day tour of all of Vietnam The War Remnant Museum is interesting,12,HL,Historical Learning
55252,Nikki E,Temple Of Literature,3,en,55252.c,but people who are really into historical old buildings may enjoy seeing it.,7,UH,Urban Heritage
24389,Eric W,Hoa Lo Prison,3,en,24389.b,Unbeknownst to me previously this was the prison where former Senator John McCain was held at.,12,HL,Historical Learning
18594,Brett Williams,Fairy Stream,2,en,18594.d,"be ready to pay parking fee, fee for toilet without tissue, fee to buy drinking water to wash off sand.",1,TC,Travel Costs
32621,ChangiTraveller,Japanese Bridge,3,en,32621.b,Visit after 10pm and you will actually be able to appreciate the lovely little bridge.,4,CA,Cultural Attractions
22890,Kai Yi Yong,Hoa Lo Prison,5,en,22890.p,It gave me a deeper appreciation of history and the strength of the people who endured such hardship.,12,HL,Historical Learning
61894,Anine,VinWonders Nha Trang,4,en,61894.o,There were also long pauses with nothing happening.,10,VE,Visit Evaluation
10924,stuart marshall,Cu Chi Tunnel,5,en,10924.a,"Went here via an excursion, so we had a guide from the start.",10,VE,Visit Evaluation
18439,haddison,Fairy Stream,2,en,18439.e,After 30 minutes walk we ended up at what can only be described as a trickle into a small puddle.,10,VE,Visit Evaluation
1788,Neville,An Bang Beach,1,en,1788.b,Parking is a scam.,1,TC,Travel Costs
65634,CocoTampa123,War Remnants Museum,4,en,65634.e,Be greatly improved with one or more short video presentations.,10,VE,Visit Evaluation
67840,EmilyHikes,White Sand Dunes,4,en,67840.a,Had a fun time driving around the sand dunes on a quad bike.,9,CT,Coastal Tourism
30538,Jutta A,Ha Long Bay,2,en,30538.a,"We went on a so-called two day trip with Alisa premier cruise which in fact is only a 22 hour trip, where you only cruise for 1.5 hours each day, the rest of the time you are stationary.",9,CT,Coastal Tourism
65584,Frank V,War Remnants Museum,4,en,65584.c,The museum is large and clean.,12,HL,Historical Learning
49764,楊品潔-Cecilia Yang,Saigon Central Post Office,4,en,49764.b,"You can send postcards and parcels here, and there's also a display of local Vietnamese cultural and creative products for sale. Stroll around and admire its architecture.",4,CA,Cultural Attractions
15660,the_bayer_in_China,Dragon Bridge,3,en,15660.b,It is nicely decorated and at night has nice lights.,5,LC,Local Consumption
54392,夕暁,Temple Of Literature,3,en,54392.a,"If you get tired of walking around Hanoi, it's worth a visit.",10,VE,Visit Evaluation
44804,lucy c,Old Quarter,2,en,44804.c,But I was looking for a more local experience rather than getting pissed.,10,VE,Visit Evaluation
65145,Lea Vogelwedde,War Remnants Museum,5,en,65145.g,For the one bomb I pressed the button 21 times!!! 1-4 seconds isn't enough!,12,HL,Historical Learning
39781,Filipa S,Notre Dame Cathedral of Saigon,5,en,39781.c,I would love to see it again once they have finished them.,10,VE,Visit Evaluation
67758,Veronika H,White Sand Dunes,4,en,67758.b,A bit risky to rent ATV. No instructions of any kind.,3,RA,Recreational Activities
981,Veronica P,An Bang Beach,3,en,981.a,We cycled here from our hotel and found we had to leave the bikes just before the beach with a caretaker.,9,CT,Coastal Tourism
25260,Alexander Nemirov,Hoa Lo Prison,1,en,25260.e,"And like the cherry on top of the cake — there's a souvenir stand right at the exit, I really applaud the hypocrisy of the organizers!",5,LC,Local Consumption
67451,ndjunke53,White Sand Dunes,4,en,67451.a,We had 6 people in our group so we took a 4 runner can fit up to 8 people and it cost per car The drive was fun and exciting,3,RA,Recreational Activities
5490,An_danh_194,Cai Rang Floating Market,5,en,5490.c,"In these 2 days Tommy has been fantastic, not only for the mastery of the English language but also, what for me is fundamental, knowing how to manage and help the visitor at all times.",10,VE,Visit Evaluation
32956,Arif P,Japanese Bridge,2,en,32956.b,in fact there is not much to see.,10,VE,Visit Evaluation
55501,jhr23,Temple Of Literature,2,en,55501.b,"The entrance fee is 30,000 dong.",1,TC,Travel Costs
26233,Simon S,Hoi An Ancient Town,5,en,26233.c,We loved it very much.,6,VR,Visitor Response
62715,dukeees1,VinWonders Nha Trang,2,en,62715.a,I wasn't expecting a lot from this amusement park,3,RA,Recreational Activities
12455,shreyash shah,Cu Chi Tunnel,1,en,12455.c,Guides should inform this to tourist.,10,VE,Visit Evaluation
11291,Shailesh B,Cu Chi Tunnel,4,en,11291.b,If you have a good guide then they would explain you lot of history.,12,HL,Historical Learning
46878,Sol sol sol,Po Nagar Cham Towers,4,en,46878.b,"So, we left our luggage at the hotel, had breakfast, visited the cathedral, and came over.",7,UH,Urban Heritage
29424,Vũ G,Ha Long Bay,5,en,29424.a,I wholeheartedly recommend it to anyone seeking to explore the city in a unique and engaging way.,3,RA,Recreational Activities
37019,Cécilia V,My Son,2,fr,37019.b,but otherwise I was disappointed to block a day for that ...,6,VR,Visitor Response
29639,Discover640957,Ha Long Bay,4,es,29639.a,One of the best visits we have made in Vietnam is to Halong Bay (World Heritage) and one of the Seven Natural Wonders of the World.,9,CT,Coastal Tourism
49220,francis dureza sablon,Saigon Central Post Office,5,en,49220.d,This Gothic Renaissance Inspired edifice was a Landmark in South Vietnam.,7,UH,Urban Heritage
3680,pon,Ben Thanh Market,5,ja,3680.b,but I'm tired of cutting prices,10,VE,Visit Evaluation
21771,G F B,Ho Chi Minh's Mausoleum,3,en,21771.e,"You can't go inside, only to take a few photos.",10,VE,Visit Evaluation
3763,Stefan,Ben Thanh Market,4,en,3763.d,but you may not want to sit too close to the stalls where they sell durian.,10,VE,Visit Evaluation
6019,Jennifer Jung,Cai Rang Floating Market,4,en,6019.b,Only 2 boats selling fruits.,9,CT,Coastal Tourism
8358,SophiaPony,Crazy House Hang Nga Villa,5,en,8358.e,It's deservedly one of the top 10 most unusual hotels in the world.,10,VE,Visit Evaluation
35951,InternationalPillow,My Son,4,en,35951.a,We loved this experience.,6,VR,Visitor Response
68443,Natalie9000,White Sand Dunes,1,en,68443.e,The sound of these bikes ruins any peace you might get.,10,VE,Visit Evaluation
65568,Ralf Peters,War Remnants Museum,4,en,65568.f,"If you’re visiting with kids and want to avoid the more disturbing content, there is a costume and art area where they can engage in activities instead.",3,RA,Recreational Activities
7781,Katarina S,Cat Ba Island,4,en,7781.h,but from Cat Ba you can see the bay as well and it is not so crowded.,8,TCr,Tourist Crowding
38631,Carlos_Scogliera,Nha Trang Beach,3,en,38631.a,This was in December and it wasn't too hot or humid.,10,VE,Visit Evaluation
25660,Selen,Hoi An Ancient Town,5,en,25660.b,"We loved every moment we spent here; exploring tiny back streets, eating great food and taking lots of photos. Highly recommended!",5,LC,Local Consumption
18712,Apojs,Fairy Stream,1,en,18712.b,"but will charge you 100.000 dong, before you get your shoes back.",1,TC,Travel Costs
57283,Michael W,The Independence Palace,3,en,57283.b,"It covers government offices, accommodation and military command areas.",10,VE,Visit Evaluation
64651,H.E CH,VinWonders Phu Quoc,2,ko,64651.b,"but it's not more fun than the southern Horn Island, especially if it's a view turtle.",9,CT,Coastal Tourism
52318,Stef M,Tam Coc-Bich Dong,3,nl,52318.d,Don't be impressed by the persistent salesmen in the boats on the way.,9,CT,Coastal Tourism
29990,AJ Miller,Ha Long Bay,4,en,29990.e,but perhaps that was a little naive.,10,VE,Visit Evaluation
49370,Roger W,Saigon Central Post Office,4,en,49370.c,"Inside there is actually a post office, but also many souvenir shops.",2,SE,Service Experience
39805,Caroline W,Notre Dame Cathedral of Saigon,5,en,39805.c,A lot of peoples want to take some photo too. In the same spot.,8,TCr,Tourist Crowding
17890,Сергей Р,Fairy Stream,3,ru,17890.d,"On the way down, I recommend we go down to the ""miniso"" side of a very cozy cafe.",5,LC,Local Consumption
44827,Interceptor K,Old Quarter,2,en,44827.h,"but after some time, you will start missing normal table with a chair.",10,VE,Visit Evaluation
23823,73Chelle73,Hoa Lo Prison,4,en,23823.f,but I wouldn’t take small children.,3,RA,Recreational Activities
56024,Vu Le,The Independence Palace,5,en,56024.f,"My boss kept saying how beautiful and “thoughtfully designed” everything was, especially the meeting rooms, the old offices, and even the basement areas.",2,SE,Service Experience
21092,Lor “Loreto G” G.,Ho Chi Minh's Mausoleum,4,en,21092.c,You can visit the museum in the morning or afternoon; there's an entrance fee.,1,TC,Travel Costs
46093,Heesu Lee,Po Nagar Cham Towers,5,en,46093.a,It is so pretty.,10,VE,Visit Evaluation
62727,Jenny H,VinWonders Nha Trang,2,en,62727.d,The water park is what we were most interested in: it had some good rides such as the Tsunami (steep u-shaped ride) and standard flumes that you ride on inflatables and a forward-facing matt ride.,3,RA,Recreational Activities
49732,Vinh Hồ CloudAZ,Saigon Central Post Office,4,en,49732.a,Good place for visit ưhen you come to Ho Chi Minh City in CBD area,7,UH,Urban Heritage
58397,Dimitri Pairoux,The Marble Mountains,5,fr,58397.c,Authentic place that we loved,6,VR,Visitor Response
53017,Bing Dun Tan,Tam Coc-Bich Dong,1,vi,53017.d,the right way for people to jump stick.,10,VE,Visit Evaluation
14423,DANTE,Cat Cat Village,1,fr,14423.d,"Some were attached in the sun, and clearly not in good condition.",10,VE,Visit Evaluation
61051,Bryan Enhance,Tra Su Cajuput Forest,3,en,61051.b,The highlight was rowing boat trip to see home to a flock of storks which you had to pay extra for the trip,1,TC,Travel Costs
61080,nguyễn thảo,Tra Su Cajuput Forest,3,vi,61080.a,"We're going to the back gate, and we're going to go in the back, and we're going to have to buy tickets all over 220K, and there's nothing special about it, so I don't just buy checkin outside.",1,TC,Travel Costs
4322,Michael,Ben Thanh Market,3,en,4322.g,I could get a key ring cheaper in central London...,10,VE,Visit Evaluation
39362,Ha Nhien,Notre Dame Cathedral of Saigon,5,en,39362.c,The church isn't finished with renovations,7,UH,Urban Heritage
25066,C S,Hoa Lo Prison,2,en,25066.b,The place is tiny.,10,VE,Visit Evaluation
39343,Vu Thanh Nguyen,Notre Dame Cathedral of Saigon,5,en,39343.c,"The area surrounding the cathedral is spacious and airy, located right in the city center, making it very convenient for sightseeing and photography.",7,UH,Urban Heritage
36325,samitdeb,My Son,3,en,36325.i,"The ruins are under renovation with help from India, enjoyed the serenity",10,VE,Visit Evaluation
43815,Susan L,Old Quarter,4,en,43815.b,Take care when walking to avoid the many uneven surfaces. Hold on to your belongings.,10,VE,Visit Evaluation
2242,Glenda W,Ba Na Hills,5,en,2242.e,but they do squeeze a lot of people in each car.,8,TCr,Tourist Crowding
19676,Richard P,Golden Bridge,4,en,19676.b,We got the early entry so got an ok view of the bridge,4,CA,Cultural Attractions
37639,2K Anh,Nha Trang Beach,5,vi,37639.a,"The air around us is very pleasant, the park is a little small, the coast is quite narrow, the water is quite deep.",9,CT,Coastal Tourism
7366,Hanna H,Cat Ba Island,5,en,7366.g,Luckily we changed the bus for some reason and I found a better place,10,VE,Visit Evaluation
19784,KingTuah,Golden Bridge,4,en,19784.b,"However, a must see while in Da Nang.",10,VE,Visit Evaluation
29869,Christina B,Ha Long Bay,4,en,29869.d,"The water was super dirty, again in Bai Tu the water was better",11,EC,Environmental Conditions
58175,Jung Bok Lee,The Independence Palace,1,ko,58175.a,"It's a really bad place to pay, and I don't want you to go in and pay for it, because there's nothing to do with it.",1,TC,Travel Costs
48700,CUOI ChanChan,Po Nagar Cham Towers,1,en,48700.c,He spoke as if we were parking our car at his house.,10,VE,Visit Evaluation
1273,benji G,An Bang Beach,2,en,1273.g,There is the vegtable village near by - maybe worth a visit if you are around.,10,VE,Visit Evaluation
14664,Rajat1212,Dragon Bridge,5,en,14664.c,"Best way is to take a cruise, which is parked very near to where dragon fires..",9,CT,Coastal Tourism
26276,Linda B,Hoi An Ancient Town,5,en,26276.b,If you want to visit the many different sites inside the area including pagodas and temples...you can purchase a ticket that will allow you into different ones.,10,VE,Visit Evaluation
56266,Nguyễn Đăng Khôi,The Independence Palace,4,vi,56266.c,"The advantage of this historic administration: the footnotes are written quite objectively, without any prejudice or false propaganda about the VNCH itself and the prominent figures in that body.",12,HL,Historical Learning
52227,Deep Traveler,Tam Coc-Bich Dong,3,en,52227.a,"I found his tour very relaxing viewing the majestic natural landscape of Tam Coc, Ninh Binh and",3,RA,Recreational Activities
7704,lianah21,Cat Ba Island,4,en,7704.c,"Highly recommend doing deep soloing with Asia Outdoors or renting a kayak for a few days and kayaking around the islands, there are numerous resorts to stay the night at...",12,HL,Historical Learning
21997,Mareike,Ho Chi Minh's Mausoleum,2,en,21997.d,It's worth a look,10,VE,Visit Evaluation
16726,Maarten Meeusen,Dragon Bridge,2,en,16726.c,We were hyped to go and even stayed a couple hours longer in the city.,7,UH,Urban Heritage
12680,Tam packbacker,Cat Cat Village,5,vi,12680.c,The ticket to the gate is 70k per person.,1,TC,Travel Costs
20064,Erin N,Golden Bridge,3,en,20064.j,"Entry does include a buffet, of which we did not partake.",10,VE,Visit Evaluation
51912,Nguyễn Trọng Quỳnh,Tam Coc-Bich Dong,4,vi,51912.a,"Tam Cups are smaller and shorter than Security, so in June there's a beautiful one-year ripe rice, and in summer mornings, it's getting better or late at night, it's getting better from the heat, everything's wild, the natural landscape is great.",2,SE,Service Experience
32396,Gio F,Japanese Bridge,3,en,32396.b,but overhyped We went at night and you could cross it without a ticket,5,LC,Local Consumption
59569,Johnathan Tan,The Marble Mountains,3,en,59569.a,"A network of limestone caves with temples, shrines and intricate carvings that's one of the to-do things in Danang. There's an elevator at Gate",7,UH,Urban Heritage
59864,Mark Hayman,The Marble Mountains,2,en,59864.d,"The alternative… you guessed it, down the stairs filtered through the pushy merchants at the markets.",10,VE,Visit Evaluation
68274,Tomi H,White Sand Dunes,2,en,68274.b,You have to rent another jeep in dunes or buggy to reach top of dunes.,9,CT,Coastal Tourism
22480,AK,Ho Chi Minh's Mausoleum,1,en,22480.b,Poorly organised and no one speaks English there.,10,VE,Visit Evaluation
56862,Truc Vy Huynh Mai,The Independence Palace,3,vi,56862.b,"but when we went in, we didn't get up or down, so it was pretty disappointing, actually 60k was a little high for me.",1,TC,Travel Costs
41710,jenwild,Notre Dame Cathedral of Saigon,3,en,41710.a,The cathedral is currently under renovations so you can't enter and there is a lot of scaffolding and covering all around it.,7,UH,Urban Heritage
34244,Ryan Mr,Lake of the Restored Sword,4,vi,34244.d,"The lake is about 12 ha, an oval, narrow, and long from the north to the south, with an average depth of about four feet [12 ha].",0,EL,Experiential Landscape
36029,Eimear99,My Son,4,en,36029.c,Sanctuary is very well organised.,4,CA,Cultural Attractions
28461,GRtravelling,Hue Imperial City,4,en,28461.a,A great location to spend time in and wander back into the past. Grounds are very big and the further you get back the more the discoveries.,10,VE,Visit Evaluation
40807,codydonnoneal,Notre Dame Cathedral of Saigon,4,en,40807.a,We went to the cathedral 06/11/2018 or for my non-American friends 11/06/2018.,7,UH,Urban Heritage
57172,Kim28124,The Independence Palace,3,en,57172.g,And I’m a big history buff.,12,HL,Historical Learning
39528,Kai H,Notre Dame Cathedral of Saigon,5,en,39528.l,The cathedral is not just a religious site but also an essential piece of Vietnam’s history and heritage.,7,UH,Urban Heritage
51804,Steven H,Tam Coc-Bich Dong,4,en,51804.h,"However, don't let this put you off going, it is worth it.",10,VE,Visit Evaluation
2794,Glen V,Ba Na Hills,4,en,2794.e,We took the buffet lunch option which we wouldn't advise.,10,VE,Visit Evaluation
26748,Luca D,Hoi An Ancient Town,4,en,26748.b,"Unfortunately, however, the tourist is constantly approached and annoyed by local people to make you buy something , souvenirs, boat rides on the river, eating in their restaurants etc...The beaches are 3/4 km away",5,LC,Local Consumption
29624,priyantha dissanayake,Ha Long Bay,5,en,29624.a,wow very beautiful place to visit.,10,VE,Visit Evaluation
50706,Sandra,Saigon Central Post Office,2,en,50706.a,Very touristy and really nothing special.,8,TCr,Tourist Crowding
38134,XavierNY,Nha Trang Beach,5,en,38134.c,You can rent chairs and umbrellas for fairly cheap and enjoy a nice day on the beach.I went across to the other islands to enjoy the beach there,1,TC,Travel Costs
1011,Jae Sung LEE,An Bang Beach,3,ko,1011.a,It was just a beach where there was no feeling about the weather.,9,CT,Coastal Tourism
64144,Lil Trịnh,VinWonders Phu Quoc,3,vi,64144.a,"The whole neighborhood is so big that it's so big that it's so long that it's so sunny that it's 120K per person, it's not worth it, the other ticket price is 550, the other kid, the old person is 710k, and it's not going to last a day, so if you go two days, you buy two days, you buy a ticket, okay, there's no problem, there's a lot of noise in this area that's valuable to people who like it.",1,TC,Travel Costs
20176,cmbsOz,Golden Bridge,2,en,20176.b,but once that is done youre stuck with crappy asian disneyland.,10,VE,Visit Evaluation
15342,Divyaant Patel,Dragon Bridge,4,en,15342.a,A little underwhelming especially the fire breathing,10,VE,Visit Evaluation
53389,Thao Quach Vietnam,Temple Of Literature,5,en,53389.f,"Highly recommend visiting if you want to understand more about Vietnamese culture, education, and spiritual life.",12,HL,Historical Learning
67420,muhammadsufianm,White Sand Dunes,5,en,67420.f,Go to the highest peak of the sand dunes and feel the wind wiping off your feet.,9,CT,Coastal Tourism
8805,R_cube,Crazy House Hang Nga Villa,4,en,8805.e,"Built by/for an architect and his family, the buildings have narrow, winding interconnection through and over the twisted paths.",10,VE,Visit Evaluation
